content,score,at,appVersion
excellent,5,2025-09-19 08:56:59,19.1.6
good,5,2025-09-19 08:55:45,19.1.4
manchiga product kuda prathi restaurant oka fixed weight unte customers ante memu flavours edhi nachite adhe fixed weight vasthunde ani happy happy ga order chesukuntam%,5,2025-09-19 08:55:33,
delay in delivery,4,2025-09-19 08:54:38,19.1.4
state cash and delivery uplabdh nahin hota hai 2 3 order ke bad,1,2025-09-19 08:53:03,19.1.4
very good appp,5,2025-09-19 08:52:47,18.7.5
goof,5,2025-09-19 08:52:11,19.1.4
it's giving best offer everytime,5,2025-09-19 08:51:21,19.1.4
superb yrrr,5,2025-09-19 08:50:28,19.1.4
worst food delivery app ever. what is the point of getting a gold membership if it takes for than 50mins for delivery when the restaurant is just 3 kms away.,1,2025-09-19 08:49:22,
Great app to order food.,5,2025-09-19 08:49:19,19.1.4
nice,5,2025-09-19 08:48:57,19.1.6
best,5,2025-09-19 08:47:27,19.1.6
good,3,2025-09-19 08:47:21,19.1.4
Good experience.,5,2025-09-19 08:44:58,19.1.4
best app,5,2025-09-19 08:44:30,19.1.3
Does not allow to call or chat for queries or complains ... communication is one sided without much help ....even if you are right ...zomato will penalize you in return( for being a loyal customer for years ) ...you lost a customer today....very pathetic experience ....,1,2025-09-19 08:42:29,19.1.4
nice app i ordered food many time good behavior good food quality ..... Somtime price to high but similar to Local store .,4,2025-09-19 08:42:10,
good,4,2025-09-19 08:40:37,19.1.6
Instantaneous and quick to work on. Hopefully the delivery will be quick as well!,5,2025-09-19 08:40:18,19.1.4
delivery is good but rate is high,4,2025-09-19 08:39:36,19.1.4
👍,5,2025-09-19 08:38:36,19.1.4
good good,5,2025-09-19 08:34:21,19.1.4
I love this app ❤️,5,2025-09-19 08:33:25,19.1.0
so much offer,5,2025-09-19 08:33:09,
didn't get refund after cancellation of my order,3,2025-09-19 08:32:44,19.1.6
good app,5,2025-09-19 08:32:18,19.1.4
good,5,2025-09-19 08:31:43,19.1.4
Very Good experiance,5,2025-09-19 08:30:46,19.1.6
good,5,2025-09-19 08:30:14,19.1.4
bekar eww,5,2025-09-19 08:29:24,19.1.4
good,5,2025-09-19 08:28:06,19.1.4
best food delivery app,5,2025-09-19 08:27:21,
I love I like zomato company rules,5,2025-09-19 08:25:48,19.1.4
good,5,2025-09-19 08:25:27,19.1.6
good,5,2025-09-19 08:23:58,19.1.6
Awesome service. very very tasty food.,5,2025-09-19 08:23:44,19.1.4
this app is convenient for working bachlors.,4,2025-09-19 08:23:34,19.1.4
I'm happy with this app,4,2025-09-19 08:22:43,19.1.4
I like service and Delivery Partner behaviour,5,2025-09-19 08:21:35,19.1.4
good food,5,2025-09-19 08:21:02,19.1.4
nice,5,2025-09-19 08:19:10,19.1.6
good,5,2025-09-19 08:18:56,
sometimes I can't select the COD option. it's really annoying.,4,2025-09-19 08:18:24,
good service till now,4,2025-09-19 08:16:25,19.1.4
good experience with zomato✌️,5,2025-09-19 08:16:20,19.1.4
💯,5,2025-09-19 08:16:14,19.0.7
very bad I'm so disappointed,1,2025-09-19 08:16:02,19.1.4
best food in hungry times,5,2025-09-19 08:15:27,19.1.4
I love this app and food,5,2025-09-19 08:14:58,19.1.6
"I am a Gold Member of Zomato. I recently ordered sweets for my office and now need the full invoice for reimbursement. However, the restaurant directed me to the Zomato app, and Zomato customer care only replies with automated emails. The app only shows an invoice for delivery charges, not the full order amount. I tried multiple times but still can’t access the complete invoice. Very disappointing experience — please provide a proper way to download full invoice for orders.",1,2025-09-19 08:14:14,19.1.4
nice experience some time it's give amazing coupons,5,2025-09-19 08:14:05,18.7.3
Worst support I faced in Zomato.,1,2025-09-19 08:13:22,
good,5,2025-09-19 08:10:57,19.1.4
enjoying very much,5,2025-09-19 08:08:53,19.1.6
pure joy,5,2025-09-19 08:08:35,19.1.4
Nice🙂,4,2025-09-19 08:06:06,19.1.4
service was very quick,5,2025-09-19 08:05:56,19.0.5
good survice,5,2025-09-19 08:03:48,
"well sometimes its gud sometimes it's bad,",2,2025-09-19 08:01:43,19.1.4
excellent 👌🏼👍🏼,5,2025-09-19 08:01:29,19.1.4
nice,5,2025-09-19 07:59:13,19.1.4
great app,4,2025-09-19 07:57:21,19.1.4
nice app,5,2025-09-19 07:54:46,
good,5,2025-09-19 07:54:01,19.1.4
"End of Zomato is near, with all these bots integration there is no proper customer care",1,2025-09-19 07:53:53,
amazing,5,2025-09-19 07:53:47,19.1.4
so overpriced,1,2025-09-19 07:53:20,
good,5,2025-09-19 07:49:55,19.1.4
experience some time late delivery but I think It would be improved soon,4,2025-09-19 07:48:46,19.1.4
"always late delivery by zomato its really very bad servicee whenever i order something it reaches me very latee, this is really very bad experience tgrpigh zomato",1,2025-09-19 07:47:27,19.1.6
"**""Zomato: food delivery is now the side hustle, ads are the main business. 🙃 Paid for Gold, still get platform fees, rain fees, surge fees… waiting for the ‘breathing fee’ next. The app is now just an ad-filled mess — and half of them aren’t even about food. Hungry? Too bad, you’ll scroll through random sponsored junk first. Interface = ruined. Value = gone. If you want ads, at least make them about FOOD, not everything else. Honestly, Zomato has turned into a billboard with a checkout button",1,2025-09-19 07:47:10,19.1.4
good,4,2025-09-19 07:45:00,19.1.4
good,5,2025-09-19 07:44:19,19.1.4
quick and prompt,5,2025-09-19 07:42:52,19.1.4
sooper,5,2025-09-19 07:42:26,
nice,4,2025-09-19 07:41:18,
good,5,2025-09-19 07:41:11,19.1.4
good,5,2025-09-19 07:40:58,
good,5,2025-09-19 07:40:35,19.1.4
nice,5,2025-09-19 07:40:23,19.1.4
Garbage app with horrible customer support and incompetent delivery agents.,1,2025-09-19 07:40:16,19.1.4
Wonderful,5,2025-09-19 07:39:47,19.1.4
good,5,2025-09-19 07:37:43,19.1.4
"service is good, but the think is charges on hire side just now I ordered mayo cheese gril sandwich which was in 350rs including all charges and I got 100rs ka benefits so it was in 250rs and quantity was too small so really it was very disappointed..every can't afford and we are not able to give tips....🙄🙄",1,2025-09-19 07:37:23,19.1.4
best,5,2025-09-19 07:34:29,19.0.7
sike,5,2025-09-19 07:34:10,19.1.4
till date it is good,5,2025-09-19 07:32:17,19.1.4
from the user point of view experience better than other food delivery apps [swiggy] . An honest review from the customer who uses every food delivery apps,5,2025-09-19 07:31:09,19.1.4
super,5,2025-09-19 07:30:11,19.1.6
good order,5,2025-09-19 07:28:37,19.1.4
good,5,2025-09-19 07:28:23,19.1.2
good,5,2025-09-19 07:28:05,19.1.4
best,5,2025-09-19 07:27:23,
love it 😀,5,2025-09-19 07:27:17,19.1.6
it's really nice,5,2025-09-19 07:27:07,18.8.5
good,5,2025-09-19 07:26:25,
the platform change and the delivery partner charge is soo much high ... not satisfied with zomato ...,2,2025-09-19 07:24:27,
Pathetic service by zomato,1,2025-09-19 07:23:37,19.1.4
good,5,2025-09-19 07:19:50,19.1.6
nice amazing,5,2025-09-19 07:19:49,19.1.4
Good service,5,2025-09-19 07:18:56,19.1.4
Need to work on the quality check as when there is a lapse in the quality of food ... mostly the service is good but refund policy has changed .. not considering the customer history as I do not complain often!! but timely action surely helps,5,2025-09-19 07:18:38,19.1.6
good experience,5,2025-09-19 07:18:02,19.1.6
Good xperience with zomato,5,2025-09-19 07:16:51,19.1.4
it's really good service,5,2025-09-19 07:15:56,
they add alot of other charges,3,2025-09-19 07:15:16,19.1.4
super,5,2025-09-19 07:15:00,
good,5,2025-09-19 07:13:50,
best and fastest food delivery app ...,5,2025-09-19 07:13:14,
good service,5,2025-09-19 07:10:59,19.1.4
best food delivering app but platform fee high,5,2025-09-19 07:10:54,19.1.0
super food,5,2025-09-19 07:10:40,19.1.4
"I had ₹309 balance in my account, but after deleting it, support claimed they have no record of it. When I asked about my money, I was told I should have been more careful. Very unprofessional — funds should not vanish just because an account is closed. This shows a lack of accountability, and I would strongly advise others to be cautious before trusting this platform.",1,2025-09-19 07:09:06,19.1.4
good,5,2025-09-19 07:08:18,19.1.4
good,5,2025-09-19 07:08:06,19.1.4
good,5,2025-09-19 07:07:09,19.1.4
good,5,2025-09-19 07:06:44,19.1.6
very nice service,5,2025-09-19 07:06:20,
No Offers,4,2025-09-19 07:05:52,
super,5,2025-09-19 07:05:11,19.0.7
very nice,5,2025-09-19 07:03:40,19.1.4
good,4,2025-09-19 07:00:34,19.1.4
good,5,2025-09-19 07:00:33,19.1.4
Very fast delivery and its gold membership is too much good for the customers Thanks Zomato For Your Best Services,5,2025-09-19 07:00:29,19.1.4
best,5,2025-09-19 06:59:51,19.1.6
"really bad customer support , the support executive offered me a refund for an issue and I accepted it but that refund never reached me , this is clearly a violation of trust . even after being a zomato gold member , I'm just heartbroken . this is not tolerable",1,2025-09-19 06:59:35,
super fast dilevery,5,2025-09-19 06:57:53,19.1.4
nice,5,2025-09-19 06:57:45,19.1.6
v good I love it,5,2025-09-19 06:51:33,19.1.4
💎🐧 ѕωเᵍ𝕘ⓨ Įş 𝔟Ẹ𝓼𝕋 🍔💗 Zomoto Doesn't have accurate Distance of Desired Restaurents. Fake Distance's provided on zomoto App. The most corrupted Food Delivery Application In the entire Universe. Remember the name Zomoto 🥁,1,2025-09-19 06:51:32,19.1.4
good,5,2025-09-19 06:50:42,19.1.4
good service,5,2025-09-19 06:49:24,19.1.4
very useful app 👍,4,2025-09-19 06:48:37,19.1.4
very happy with the servicez,5,2025-09-19 06:48:33,19.1.4
Good experience,3,2025-09-19 06:46:21,19.1.2
Good,4,2025-09-19 06:46:19,19.1.4
I really love this app from last few days I order many foods which was delivered on time and price of food was not too high in comparison with other app .,5,2025-09-19 06:41:49,19.1.4
Scam in name of Surge + Platform + Handling charge/fees,1,2025-09-19 06:41:48,19.1.4
asome app for train journey,5,2025-09-19 06:41:17,19.1.4
not bad,5,2025-09-19 06:38:48,19.1.4
good,5,2025-09-19 06:38:12,19.1.4
very good,5,2025-09-19 06:37:52,19.1.4
Jai mata di,5,2025-09-19 06:37:08,19.1.4
very nice,5,2025-09-19 06:35:43,19.1.4
good and fast delivery,5,2025-09-19 06:35:38,19.1.4
"Don't use this app, this app is a waste of money, they fool you, these Zomato people are cancelling the order and showing it as being processed at the time of refund.",1,2025-09-19 06:34:07,19.1.4
good offer and fast,5,2025-09-19 06:32:46,19.1.6
Good,5,2025-09-19 06:30:45,19.1.4
good,3,2025-09-19 06:30:35,
good,5,2025-09-19 06:29:36,19.1.4
"Very bad customer service. Allowing restaurants to send spoiled food, and no proper resolution and action upon food quality complaints. Kindly improve customer support. Chat bot is unable to resolve queries.",1,2025-09-19 06:29:23,19.1.4
fraud kiya hai payment successfull ho gaya lekin order receive nhi hua,1,2025-09-19 06:29:17,19.1.4
super,5,2025-09-19 06:22:23,19.1.6
good,5,2025-09-19 06:20:18,19.1.4
nice app,5,2025-09-19 06:19:05,19.1.6
Very good,5,2025-09-19 06:19:05,19.1.4
very nice 👍,5,2025-09-19 06:15:14,19.1.4
fast delivery. easy to operate.,5,2025-09-19 06:12:55,19.1.6
super job,5,2025-09-19 06:11:51,19.1.4
"I used to love Zomato, I really did. I've been using it for ages and subconsciously prefer it over other food delivery services. mostly because of its exceptional customer service. but by switching on their AI mode, it is almost impossible to get in touch with an executive who can directly assist you with issues. mostly the conversation keeps repeating in a loop and any other information is virtually impossible to get, specially if the restaurant is non-responsive.",2,2025-09-19 06:11:12,19.1.6
Very nice service,4,2025-09-19 06:04:59,19.1.4
good,5,2025-09-19 06:03:26,
nice experience,5,2025-09-19 06:00:02,19.1.4
all the time information is up to the marks and find app user frndly,5,2025-09-19 05:57:48,19.1.4
nice,5,2025-09-19 05:54:22,19.1.6
❤️❤️❤️,5,2025-09-19 05:46:46,
verry nice,5,2025-09-19 05:38:01,19.1.6
good service!,5,2025-09-19 05:35:55,19.1.4
this is use able,5,2025-09-19 05:30:03,19.1.4
super,5,2025-09-19 05:28:47,19.1.6
nice,4,2025-09-19 05:27:31,19.1.6
good enough,5,2025-09-19 05:25:24,19.1.4
worst earnings,1,2025-09-19 05:25:09,19.1.4
good,5,2025-09-19 05:23:58,19.1.6
good,5,2025-09-19 05:21:50,19.1.4
nice service,5,2025-09-19 05:21:41,
Good,4,2025-09-19 05:08:18,19.1.6
awesome offers and discounts great restaurants 👌 polite delivery,5,2025-09-19 05:07:08,
Delivery is fast.,4,2025-09-19 05:06:08,19.1.4
"my experience ordering was really worst today. order logged in at 858am delivery time promised 930am delivery came in at 1016am when i complained to the customer care and asked for refund.... my request denied. superb work Zomato. with rude delivery team, insensitive customer care team and bakwaas restaurants",1,2025-09-19 05:03:46,19.1.4
good,5,2025-09-19 05:01:59,19.1.4
very bad 😔😔,1,2025-09-19 04:59:41,19.1.4
nice aap,5,2025-09-19 04:58:05,19.1.6
Remark Is Good,5,2025-09-19 04:55:01,19.1.4
good,5,2025-09-19 04:52:45,19.1.2
very 1st and smooth app awesome 😎,5,2025-09-19 04:52:11,19.1.4
good,5,2025-09-19 04:49:35,19.1.4
well,5,2025-09-19 04:48:08,19.1.6
great work,5,2025-09-19 04:48:01,19.1.4
best,5,2025-09-19 04:46:36,19.1.6
very fast,5,2025-09-19 04:45:24,
poor chatbot service,1,2025-09-19 04:34:00,19.1.6
👌 best,5,2025-09-19 04:26:00,19.1.4
awesome app,5,2025-09-19 04:25:40,19.1.4
good,5,2025-09-19 04:19:40,
Good,4,2025-09-19 04:14:40,19.1.4
Good Offers,5,2025-09-19 04:08:15,19.1.4
facility,5,2025-09-19 04:04:14,19.1.4
easy to order with a lot of options.,5,2025-09-19 04:00:09,19.1.2
The worst service in the train was that I booked an order for the GKP station at night but in the morning the order was cancelled when I reached the GKP STATION,1,2025-09-19 03:56:38,19.1.4
de hu,5,2025-09-19 03:55:51,19.1.4
not satisfied with food quality,1,2025-09-19 03:55:15,19.1.6
very gud when I see your fud my Peta always gud gud,5,2025-09-19 03:53:02,19.1.4
nice,5,2025-09-19 03:48:15,19.1.4
"Excellent service.. Great discounts.. Thank you so much, team!!",5,2025-09-19 03:42:47,19.1.4
good,4,2025-09-19 03:40:57,19.1.2
very nice 💯,5,2025-09-19 03:11:13,
"good service, descent delivery. 🙏👍👌",5,2025-09-19 03:09:44,
fast and easy,5,2025-09-19 03:07:56,19.1.4
now its changeing nice,5,2025-09-19 03:06:29,19.1.4
best app for online food purchase,5,2025-09-19 03:06:19,
Good,5,2025-09-19 02:51:08,19.1.4
good service,5,2025-09-19 02:19:06,19.1.6
too much price disgusting,1,2025-09-19 02:01:54,19.1.4
terrible platform fees,1,2025-09-19 01:17:59,19.1.4
Awesome,5,2025-09-19 01:06:58,15.6.5
very nice and list of resturant is good,5,2025-09-18 23:55:53,19.1.4
excellent,5,2025-09-18 23:42:55,19.1.4
Pathetic customer experience ever,1,2025-09-18 23:18:16,15.1.4
"Join me in boycotting this greedy company!! This app nudges us tip the riders rather than adequately compensating them. Despite tipping, being polite your customer rating will go down (the restaurants also prompt the riders to reduce our rating if we give them bad reviews) Some riders will deliberately delay orders, roaming around. Some are literally goons stepping on our doorways! Certain restaurants continue very bad hygiene practices, and continue unchecked despite repeated complaints.",1,2025-09-18 23:09:57,
very sweet food 😋,5,2025-09-18 22:38:33,19.1.2
good,5,2025-09-18 22:24:57,19.0.7
good,5,2025-09-18 22:22:28,19.1.2
worst customer service,1,2025-09-18 22:04:54,19.1.4
good,4,2025-09-18 21:50:31,17.0.2
good,5,2025-09-18 21:48:39,19.1.4
it would be much better if you could update the real time location of the rider much faster.,3,2025-09-18 21:39:34,19.1.4
I see the suggested changes were made and it's working fine. overall good experience.,5,2025-09-18 21:32:47,19.1.0
"Over all its good but, local restaurants and food places must be inspected for cleanliness and food quality as a surprise visit.",3,2025-09-18 21:27:53,
👌👌👌👌👌,5,2025-09-18 21:27:03,
Always taken care of my cravings 😊,5,2025-09-18 21:17:39,19.1.4
costomer care number tak to hai nahi inke paas inka rider mera packet dusari jagah de aaya puri party kharab Hui meri mehman 1 baje se 5 baje tak bina khaye gaye restaurant bola humari zimmedari nahi packet rider ko de diye Zomato ko pucho meri life ka sabse Ganda Sunday raha apni risk par use Karo baki jaha consumer support centre number tak na ho to aap khana kha kar mar jao ya inka Banda loot le kuch bhi ho kisko bolne jaoge kon zimmedari lega.,1,2025-09-18 21:14:52,18.4.2
poor service of zomato and unfair resolution of the solution Swiggy is very much better than zomato in terms of customer service,1,2025-09-18 21:10:56,19.1.4
best app in food any time,5,2025-09-18 21:10:26,19.1.4
good,5,2025-09-18 21:08:48,19.1.6
you are working better then domino's delivery as they were first to deliver food online but you are better 🤍,5,2025-09-18 21:06:10,19.1.6
excellent,5,2025-09-18 21:02:46,
worst delivery app they use to say food Will deliver in time but it's taking too much time after waiting for 1 hour uh have to wait for extra 30mnt worst food delivery app,1,2025-09-18 20:52:43,19.1.4
nice and amazing taste 😊 I like Zomato taste 😋 it's amazing experience with you zomato ✨,5,2025-09-18 20:36:57,
good morning,5,2025-09-18 20:23:01,19.1.4
Good,5,2025-09-18 20:08:44,19.1.6
This is the worst app. the support doesn't take feedback well and delivery will be done only on the basis of the delivery partner not on the basis of the restaurant. if zomato is seriously concerned with the rating which I have given then reach out to me. I will definitely update you with the things which you need to seriously look into.,1,2025-09-18 20:08:25,19.1.4
👌,5,2025-09-18 20:02:39,18.8.7
"zomato please don't abandon me.. 😭 it's it's 2 in the morning I'm hungry and no one is delivering here it says bcz of far away location but it used to before.. and now there's none... 😭😭😭 please start delivering here (kanadia,indore) at night again",4,2025-09-18 20:02:08,
very nice food,5,2025-09-18 20:01:26,
good,5,2025-09-18 19:56:32,19.1.4
very good app,5,2025-09-18 19:47:08,19.1.4
i would say best food delivery app in the WORLD,5,2025-09-18 19:43:49,19.1.4
"the timing of service very satisfied, I think its enough for using a application with full of hearts 💕",4,2025-09-18 19:39:59,
ver nic service,5,2025-09-18 19:37:47,19.1.6
I have ordered a cake and mentioned heart with name and heart is written on cake by the restaurant was very unprofessional and when I complained no one responded and gave me any help it was very embarassing for me,1,2025-09-18 19:36:45,
"the worst app in Bangalore btm side they give 1 hr delay in delivery and they don't accept missing items if you complain same day twice as well they ignore just by saying we will take care,, we being customer get fooled once they reply this and we can say ok almost 4 to 5 to.rs they repeat same and they don't even respond us.. if you ask for support it's waste they keep asking pickers when we are hungry den wr should again waitfor 30 minutes to 1 hr to get there support person to share pictures",1,2025-09-18 19:34:59,
this food app is really so good 😊👍🏼,4,2025-09-18 19:34:58,19.1.4
so useful for students who live abroad,5,2025-09-18 19:34:02,
good service,5,2025-09-18 19:32:03,19.1.4
best app forever,5,2025-09-18 19:22:17,18.7.9
goon one,5,2025-09-18 19:13:04,19.1.4
best,5,2025-09-18 19:10:25,19.1.4
"Good experience using the app. but prices and taxes (govt tax, restaurant charges, platform fee etc.) need a revisit",4,2025-09-18 19:02:12,19.1.4
"I was unable to contact the Zomato team, and I received the incorrect item. The procedure took too long, my problem wasn't resolved, and we weren't given a refund. Even I have the gold membership .",1,2025-09-18 19:01:52,19.1.4
good,5,2025-09-18 19:01:39,19.1.4
this application gps not working properly application first resolve this problem 😔😔 I am staying in Mumbai. restaurant show on mumbai and delivery in Surat address. and customer care say I am not responsible this gilch l. very rude behaviour. and cut my call,1,2025-09-18 18:55:40,19.1.4
mostly good but one delivery man was extremely rude. and refused to dilver my food at all. then when I asked for a refund he delivered but by that time food was cold and had to suffer lot of irritating,4,2025-09-18 18:53:58,19.1.4
nice service,5,2025-09-18 18:53:55,19.1.0
delivery is very fast,5,2025-09-18 18:52:51,19.1.6
fhast service,5,2025-09-18 18:52:18,19.1.4
good,5,2025-09-18 18:52:10,19.1.4
great,4,2025-09-18 18:50:49,19.1.4
good,5,2025-09-18 18:47:17,
Loved it,5,2025-09-18 18:46:47,19.1.4
pathetic service... i ordered food and waited for more than 90mins and then the order was cancelled that too after me following up with the restaurant and zomatos chat service never ever going to use zomato again... not trust worthy at all. ill suggest everyone to use anything else or cook at home but never use zomato... no ownership taken by zomato or restaurant,1,2025-09-18 18:43:55,19.1.4
zomato customer service has become the worst...its ai repeating the same message...,1,2025-09-18 18:42:57,18.0.6
great,5,2025-09-18 18:42:46,
I love zomato,5,2025-09-18 18:41:37,19.1.6
👍🏻,5,2025-09-18 18:41:31,19.1.6
nice,5,2025-09-18 18:40:14,19.1.4
super,5,2025-09-18 18:39:27,19.1.6
not responding to customer's queries all rates and offers were fake and trap,1,2025-09-18 18:37:36,19.1.4
fraud app,1,2025-09-18 18:37:04,19.1.4
its good anyway i don't have to say anything,5,2025-09-18 18:31:14,19.1.6
good,5,2025-09-18 18:28:28,
good app,5,2025-09-18 18:27:43,19.1.6
very muchh,5,2025-09-18 18:25:01,
very good service in night time,5,2025-09-18 18:24:48,19.1.4
nice,5,2025-09-18 18:21:29,19.1.4
super,5,2025-09-18 18:17:43,19.1.6
😊😊😊,5,2025-09-18 18:15:47,
superb 😍,5,2025-09-18 18:13:30,19.1.4
good,5,2025-09-18 18:11:52,
nice 🙂,5,2025-09-18 18:11:32,19.1.4
g very helpful app,5,2025-09-18 18:11:31,19.1.4
it's to helpful for people those don't have family or someone cook for them,4,2025-09-18 18:11:29,19.1.2
now I think it's tough for them to deliver on time so lots of delays are actually hammering everything,1,2025-09-18 18:05:23,
nice,5,2025-09-18 18:02:07,19.1.4
superb timing,5,2025-09-18 18:01:10,19.1.4
vry useful,5,2025-09-18 18:00:06,19.1.4
worst delivery app ever even their so called help centre is not at all helpful,1,2025-09-18 17:57:41,19.0.7
Today I got 150 discount thts why Today I m Reviewing thnku,5,2025-09-18 17:57:08,19.1.4
"I ordered my dinner meal from this useless application and got a call me restaurant that they can't make my order as they don't have sufficient ingredients, they cancel the order but I didn't get my refund when I tried to reach customer support they simply denied. what an algorithm you guys are using to scam customer money. please help me the algorithm so I can make my own food delivery app. @Zomaro Sucks",1,2025-09-18 17:55:47,19.1.4
good 👍,5,2025-09-18 17:54:33,19.1.4
Helpful,5,2025-09-18 17:53:21,19.1.2
good application but poor service you guys are playing with. hunger but keep in mind you guys are going to die starving if you don't deliver on. time please keep this noted god will never forgive you. jai shree ram,1,2025-09-18 17:49:47,19.1.4
Easy to process an order,5,2025-09-18 17:48:28,19.1.6
yeah service is good,5,2025-09-18 17:48:27,19.0.7
good,3,2025-09-18 17:47:00,19.1.4
awesome 👌,5,2025-09-18 17:46:25,19.1.4
Greedy entrepreneurs plus useless AI customer support equals time to delete app,1,2025-09-18 17:45:15,19.1.4
jhakkkkaaasssss,5,2025-09-18 17:43:48,19.1.4
customer concern are not resolved properly.automatic replies are not helping.poor services.,1,2025-09-18 17:43:16,19.1.6
good,5,2025-09-18 17:43:11,19.1.4
it is 1st time to take use of this.,5,2025-09-18 17:42:34,
good,5,2025-09-18 17:40:52,19.1.4
good,5,2025-09-18 17:40:45,19.1.4
excellent,5,2025-09-18 17:39:27,19.1.4
good,5,2025-09-18 17:37:43,19.1.4
vvv vvvvvvvvv testy n quantity thuda badadejea test k hesab say plzithae wise it's vv 😋,5,2025-09-18 17:37:01,19.1.4
best service,5,2025-09-18 17:35:49,19.1.4
good,5,2025-09-18 17:35:44,19.1.6
this app is very fraud app..thay are stolio g people's money don't use this app,1,2025-09-18 17:35:29,19.1.4
very good experience 👍👍,5,2025-09-18 17:33:42,19.1.4
nice app,4,2025-09-18 17:33:33,19.1.6
absolutely useless ai customer support,1,2025-09-18 17:33:19,19.1.4
i love it zomato,4,2025-09-18 17:29:39,19.1.6
nice,5,2025-09-18 17:28:30,
Good,5,2025-09-18 17:28:26,19.1.6
Nice,4,2025-09-18 17:24:15,19.1.4
Thank you zomato your application is so good and the delivery partners also will arrive on time and it's pretty awesome 💝🥰,5,2025-09-18 17:24:07,19.1.4
So good,5,2025-09-18 17:22:32,
Good,4,2025-09-18 17:20:50,19.1.4
Horrible app. Support doesn't even support. Only keeps suggesting people should check on their orders on their own.,1,2025-09-18 17:20:44,
my favourite,5,2025-09-18 17:19:52,
👍,5,2025-09-18 17:19:36,19.1.0
fast delivery,5,2025-09-18 17:18:50,19.1.2
good,5,2025-09-18 17:18:28,19.1.4
vahiyyat,1,2025-09-18 17:17:46,19.1.4
"worst poor delivery service , I am very hungry.",1,2025-09-18 17:17:46,19.1.4
superb,5,2025-09-18 17:16:55,19.1.4
very convenient,5,2025-09-18 17:15:48,19.0.7
price on Zomato is much higher than the price on restuarant it is better for us to directly take food from restaurant than ordering through zomato......,1,2025-09-18 17:14:35,19.1.4
easy breezy,5,2025-09-18 17:13:55,19.1.4
expensive,1,2025-09-18 17:13:40,
good service,5,2025-09-18 17:13:17,19.1.4
Timely delivery,4,2025-09-18 17:12:13,14.4.7
"My go to app for food ordering. Food tracking, coupons and app support is commendable.",5,2025-09-18 17:12:11,19.1.4
very bad app koi kxh mt khirdo isse call support inke pss nhi hkch bhi packaging khrb ho to wo inki glti ni h haina saale bkr app ek help nhi puri hui inse,1,2025-09-18 17:11:20,19.1.4
I cancelled the order but the order is not being cancelled forcibly.,1,2025-09-18 17:10:43,19.1.4
"regular delays in delivery, charging extra via VIP service to force people.to opt for it by induced delays. Also customer service has gone to rags , no resolution for any issues.",1,2025-09-18 17:10:31,19.1.4
nice 👍🙂,5,2025-09-18 17:07:06,19.1.4
i am not satisfied with your offer i have gold voucher of free delivery not given by your side,1,2025-09-18 17:06:05,19.1.4
it's nice,5,2025-09-18 17:05:36,18.5.5
very nice,5,2025-09-18 17:05:34,
nice food,5,2025-09-18 17:05:11,19.1.4
Very good App,5,2025-09-18 17:02:51,19.1.6
best discount,5,2025-09-18 17:02:18,19.1.6
Fine,5,2025-09-18 17:01:29,19.0.7
good 👍,1,2025-09-18 16:59:13,19.1.4
very good,5,2025-09-18 16:55:38,19.1.4
awesome,5,2025-09-18 16:54:30,19.1.6
very good aap like to use the aap please colaba,5,2025-09-18 16:54:06,19.1.4
my experience to beter of app,4,2025-09-18 16:53:39,
Really good 👍 it's amazing experience well..,5,2025-09-18 16:53:17,19.1.4
good,5,2025-09-18 16:52:54,19.1.4
ok,5,2025-09-18 16:52:34,19.1.4
it a very amazing app i love it because in night my craving increases zomato fullfill my stomach and craving thank you zomato❤️,4,2025-09-18 16:52:12,19.1.4
good experience,5,2025-09-18 16:51:57,
very good service,5,2025-09-18 16:50:33,
best app,5,2025-09-18 16:49:34,
Saviour on rainy day when your gas cylinder gone empty,5,2025-09-18 16:48:52,19.1.4
it very good nd I m enjoying it,5,2025-09-18 16:48:28,19.1.4
good,5,2025-09-18 16:47:46,
nice,5,2025-09-18 16:44:41,19.1.4
so good,5,2025-09-18 16:43:44,
good experience. i frequently use this,5,2025-09-18 16:43:09,
I don't like zomato at all..they don't deliver ur full order...so 0 likes for this.,1,2025-09-18 16:42:29,
very good experience,5,2025-09-18 16:40:37,19.1.4
good,5,2025-09-18 16:39:34,19.1.4
not bad,5,2025-09-18 16:37:31,19.0.7
"mujhe ZAIKA HOTEL AND CATERERS, (NALLASOPARA WEST, PALGHAR) walo ne mutton Handi ki jagahe beef handi bhej diya hai. aise hotel se savdhan rahe. ZOMATO AISE HOTEL add q karte ho.",1,2025-09-18 16:37:24,19.1.4
Good Service,5,2025-09-18 16:37:09,19.1.4
super,5,2025-09-18 16:35:55,19.1.4
best food,5,2025-09-18 16:35:44,19.1.4
More delivery charges,4,2025-09-18 16:33:56,19.1.4
nice app,5,2025-09-18 16:33:12,19.1.6
nice,5,2025-09-18 16:32:26,19.1.2
super,4,2025-09-18 16:32:09,
very nice,5,2025-09-18 16:32:03,19.1.4
😋👍,5,2025-09-18 16:30:26,19.0.7
way better than Swiggy,5,2025-09-18 16:28:57,
Nice 🙂,5,2025-09-18 16:28:21,19.1.4
excellent,5,2025-09-18 16:26:50,19.0.3
Good for night cravings,5,2025-09-18 16:26:13,
Good,5,2025-09-18 16:26:10,19.1.4
Nice Service,5,2025-09-18 16:25:23,19.1.4
